appId,reviews,IsFraud
com.borrowermobileapp,"Please I need your attention back quickly as soon as possible please need some good things to plan for my future and improving my country growth upwards in Future The app is pretty convenient, and quite user-friendly and easy to navigate Excellent experience. They asked me to change the amount for my monthly debit, but when you try to do that, it does not allow it. It forces you to make a full monthly instalment payment, when the monthly payment is already made for the month. Also no option to pay just arrears. The app is so buggy, painful to use. I think this is a flaw of the new design Informative to know when you have to pay. Useless for paying... When I hit pay with any of the methods, it simply takes me to the website of the method, not even the app (revolut, transferwise). Of course the info for the transfer is not passed to the site, so I have to do it manually. But the transfer info (iban, reference, etc) cannot be selected and copied and pasted. So... I basically have to go to my computer to do it. Also: ticket system crashes. I cannot open a ticket to leave feedback.",genuine
com.chase.sig.android,"Honestly, it's a great app that let's me track spending, credit card and account balances, while also trading stocks (they even added fractional stock trading now)! Their credit score checking uses a sort of out of date scoring metric, but it's somewhat still accurate enough. As an app, it's a really great financial tool and doesn't really have any major bugs at all in my experience. Overall, very satisfied with using the app. I have three chase credit cards. However, the only one I use all the time is my amazon prime. For when I consider an obvious reason. Cash back with amazon. Can't beat it. I've had very little problems with this bank. As compared to other banks and credit cards i've had in the past. And I really feel that their fraud department is outstanding. I have literally been in the middle of a transaction.When I have received an email or a text, just to be sure, it is me. The text appears above the icons in the bottom menu. I own a Pixel 7 Pro, and this issue has persisted since I started using the device. On another note, the budget planning feature is somewhat limited because it doesn’t allow users to create new categories. Additionally, it would be helpful if we could pin this feature to the home page for easier access. I get a little overwhelmed by the services provided in app... I was a total skeptic for more than two years but now am really more interested in everything that Chase offers! It's all accessible right there in app. There was one instance that I had interest in an offer, a Chase associate called me right away and answered all my questions. However I am having a problem updating my new phone number to sync with Google Wallet. It wants to verify my identity by sending text to the old number.",genuine
com.rbi.mani,"Good initiative. But Need some improvements. 1) The sound dictation is really high... Even after reducing the volume, it's automatically getting increased as soon as we interact with the app in any way. So this needs to be fixed. 2) Its getting confused bw 10 & 100, 20 & 200 and 50 & 500. 3) And Think it should have a feature to deduct multiple notes at once... maybe upto 5-10 notes. It should tell the user what are all the denominations in that stack, total number of notes, summation, etc., It works well with all other notes except old ₹10 note, for some reason it says ₹5 note. I tested it with multiple ₹10 notes the result was the same. I even tried zooming in and out the distance no changes in result. Also the notes should be layed out straight. There shouldn't be any other notes below the note being identified. It hard to mark a score for reliability of the app. But if you can't trust anyone around you, then the app could be life saver. What seems to be a great initiative, seems almost inpractical for regular daily usage for the blinds. As it seems to be a lot of effort for the person using it just to get the denomination from certain angles only. The app gives incorrect denominations & results when the notes are curved or placed at certain irregular angles. From a blind person perspective this is not a thing they would rely on. Instead I would recommend the BA's to involve people from the disabled community and develop acc. Many issues with the app. Voice is too high and above all it does not serve the purpose. It's not able to scans all the notes correctly. It's able identify 90℅ Single notes but when you scan mix sample there is almost nil accuracy. Still long way to go. Keep working on it and one fine day things will start falling in the place.",genuine
com.sciatiopd.app,Awesome Absolutely fake and the app is developed to conduct financial fraud. Don't Trust It's A Fake App Don't Invest Money In This App It's A Scamer.,fraud
com.joindaba.daba,"I don't have any experience on this before Really sharp App design is good and menus are easy to navigate, however quite slow. I appreciate the opportunity to invest in African companies, but this platform charges way too many fees. When you deposit money on your app portfolio (!!), then again when you invest. If you swap currencies as well, there is a direct fee + an indirect one with the given exchange rate. At least it's transparent, but it's just fees everywhere... Très bonne initiative. Bonne application. Mais verrouillage appli non fonctionnel (sur mon Samsung S23 Ultra, One UI 6.1, Android 14). Et la traduction en français n'est pas encore parfaite. J'espère que la stabilité, la sécurité et la fiabilité sont garanties. Et que les initiateurs ont de bonnes perspectives pour cette appli. Bravo et en avant pour les 5 stars.",genuine
com.loanhisheb.finance.loan.emi.calculator,Good,fraud
in.hsbc.hsbcindia,"If the option to add billers can be included in the app. Presently this is only in the website. Also, if possible, instead of only SMS for OTP, if emails and/or whatsapp messages to registered mobile number can be sent then it would be very helpful. Not only will it be an added security measure, in case if the account holder doesnt have mobile network but has wifi, but also the case when travelling if net access is there but no network then OTP can still be received. needs few imrpovements. but definitely a good one with very neat design language The HSBC banking app is far below average, especially considering it’s from a premium bank. It lacks even the most basic features that users expect from a modern banking app. Shockingly, there’s no option to make credit card payments directly through the app. Instead, customers are forced to rely on third-party apps to complete such a fundamental task. This is a huge inconvenience and completely defeats the purpose of using a dedicated banking app. The app is really big in size but there is no features inside it. I don't how developers have made file size this much big. But I have install and keep this app so that I can login in web version and check statement. Services are also not upto the mark they can't even provide a seperate Statement for my order purchased on emi which is very basic thing and every bank is providing.",genuine
com.emi.loancalculator.emicalculator.loancalc.app,Bad for app. Quá nhiều quảng cáo. Not good,fraud
com.boi.ua.android,"Its not need to be rated. It is an essential app for my banking needs. I have to use it as it is. By the way, it always needs to be turned on Location whenever I open it. It has Pros and Cons equally. Moreover, after giving it permission to turn on Location, it dosen't promt to log me in anymore. So frustrating....I had to open it twicely. UPI is not working smoothly, some times not able to scan QR code after integration in BOI Mobile app. Stand alone UPI app from BOI was excellent. Now BOI UPI is discontinued and I can't use UPI payment as done before integration. Edit: All issues resolved with new updates. Thanks Developers. Keep up the good work forever. I have two accounts, in the name of two family members. I can not access two accounts from a single app. Two sim cards are attached to the mobile. Both numbers linked are different. Still, whenever trying to log-in, the very same account floats again and again. Please do something, so that we can access multiple accounts from a single app. Also the authentication system for online KYC is need to be introduced. Mahilla Samman account is not opening from app. It prompts to nearest branch visit. Very much critical to handal and his app . It is very hard to unlock the locked app due to forgotten pin number. And after just three attempt of unlocking it we have to go to the bank everytime for unlocking it and have to wait for another 24hours to be active it. Not user-friendly app. There must be solution of each and every hessal of the customer.",genuine
com.sbi.SBIFreedomPlus,"Yono lite and Yono Application are very good and user friendly. Both are working nicely, now due to updation of Android 12 and above. All user who have Android 11 and below become helpless for both the application. Suddenly no one can buy new mobile, it's not easy for all. SBI developer team please consider the issue and provide lower version/Application. Thanking you with best regards It is very useful app, but now it is not user friendly because of its limitation(not compatible under android 12). What should one do? Either buy new compatible set, or bye 👋the account! After one year, customers will informed to upgrade their set to Android 13....14.... Is Android 10 or 11 are not safety enough? I think, the app developers should take it in mind what should they do to make it set friendly.... I am facing an issue where an error message states, ""This app is no longer compatible with your device."" However, my device is running Android version 11, which should meet the app's requirements. Despite this, I am unable to update or access the application. This is extremely frustrating and is affecting my experience. Please look into this matter and provide a resolution at the earliest. Looking forward to your prompt assistance. The backword support for lower versions of Android like 11 and below is no more available. This is quite painful for us customers to use the online services. SBI, kindly help us with this problem. The other banks applications are still able to run on lower Android versions. If this is done to add new features, then there could have been many ways to support the backward compatibility with the lower versions. Kindly see if this can still be resorted for us.",genuine
in.hsbc.hsbcindia,"If the option to add billers can be included in the app. Presently this is only in the website. Also, if possible, instead of only SMS for OTP, if emails and/or whatsapp messages to registered mobile number can be sent then it would be very helpful. Not only will it be an added security measure, in case if the account holder doesnt have mobile network but has wifi, but also the case when travelling if net access is there but no network then OTP can still be received. needs few imrpovements. but definitely a good one with very neat design language The app is good to look at balanaces quickly. But it misses basic features like allowing one to set up beneficiaries and change the standing order amount alone, etc. The app also has bugs. When setting up a new standing order, it allows the user to choose ""gift"" as a response to ""purpose of transfer,"" but at the end of the setting up process gives an error message. The amount paid and received doesn't reflect instantly in the app",genuine
com.infrasoft.uboi,"It is very difficult to use if the pin automatically expired. And it is asking for change new pin. The option for reset password is also not suitable. Now a days the ATM card not used by us. And if we are using this app no need to use internet banking. The adhar card otp also not working. In case emergency it is creating problem. Please give solution. Unwanted changes in app I'm an current account user and I use vyom app to check my daily transactions, before in detail statement party names used to be shown, but now we have to click individual transactions and for every transaction we have to again select current date and then scroll down. Kindly make changes as per mini statement wherein in every transaction party name is shown. I changed my phone, and the problem kick starts. Unable to register. Sent multiple messages from the registered number, but it always says validation failed with no reason. Many emails were sent to customer care, not even a single reply. I can't register , and I can't use the app. I'm stuck on a never-ending loop. It seems that the app is forgetting the pin if unused for some period. Then confuses and makes us to feed wrong pin and then what you find is that it's locked. Even though a number of options are provided only debit card option works. The bank seems to place no confidence even in their internet banking. Then, using atm card it's found it got locked after the second attempt. Here, I can't say whether the pin was wrong or not But, the app pin can not be wrong as I have written it down",genuine
com.usbank.mobilebanking,"This app seems to work well once logged in. I've been able to do what ever I need to without issue. The main issue I have since one of the recent updates, is it no longer seems to work with my password manager. I have to resort to copying and pasting the username and password from my password manager into the app, which I feel is a big security risk, especially if I forget to clear that info from my clipboard once I'm finished. Update: There are a lot of new features for data after you spend money. It would be SUPER awesome to change your balance based on expected payments. Not just bill pay. Writing a check, I could go in the app, subtract the amount and write a note. The user could choose to view the true balance or the ""checkbook"" type balance. I recognize this inhibits capitalism by possibly lowering the number of fees. I bet they would make it up elsewhere. This is really what's missing from all finance apps. This app works pretty well. Doesn't crash. Has most of the features you want in a banking app. Some things are missing or hard to find, like rewards redemption on credit cards. Not a big deal though, just go to the website. Update- lost a star down to 3 for two reasons. Mobile check deposit always fails to take a picture of the back of the check. Takes 3-10 tries to get it to work. Second reason, I already gave a review and yet I keep getting more requests to post reviews. Pretty good. Features can be difficult to find. Would love to have ""Deposit check"", ""Manage cards"", in an easily accessible place at all times. Right now they are either in the weird scroll bar at the top, or buried in account pages.",genuine
com.fss.indus,"Many times some functions found not working. when you try to download previous 2-3 months period card statement, you are able to select month only, year tab does not work, tried Many times unable to select year tab. you can't even download 2 month old statement on Android version. Disappointed with many things. 1. Showing PL offer but resuming application showing mobile number is not matching as per internal record. 2. Emailed to priority banking , they confirmed that same mobile is register and updated again. 3. Still same issue. I am using app from 4 years now. Unfortunately, it is very slow and very risky to do transctions. It usually takes lot of time and transaction gets timed out ON HIGH SPEED FIBER OPTIC. My money got stuck. Very disappointing. To get back money it takes days and lot of communication. I will never use for any transactions. Good to just check balance. I strongly urge you to make the security pattern invisible while logging on. The line pattern stays highlighted for few seconds. The pattern is clearly visible to others standing near by. What sort of a security is this? And the second thing is make provisions to add tag/narration for all our credit/debit transaction. In earlier version we had this feature which is now removed. We don't call this improvement.",genuine
com.tdbank,"This is a decent app but could use some major improvements. For instance, when you click on the app, it takes you to a menu where you click on the menu item you want to select..but then it prompts you to use your fingerprint. Instead it should allow you to simply touch the TD icon, and prompt for your fingerprint immediately, this giving you access immediately to your account. It just seems backwards. Updates are annoying when you're trying to get things done. The app usually works well enough. However, often, I open it to check balances, send money, etc, and I am blocked by a required update from doing anything. Of course, this always happens when I am in a hurry or traveling. App updates should include an option to update either immediately after you're ready to close it OR an option to choose a time that works for you. This is a decent app but could use some major improvements. For instance, when you click on the app, it takes you to a menu where you click on the menu item you want to select..but then it prompts you to use your fingerprint. Instead it should allow you to simply touch the TD icon, and prompt for your fingerprint immediately, this giving you access immediately to your account. It just seems backwards. Updates are annoying when you're trying to get things done. The app usually works well enough. However, often, I open it to check balances, send money, etc, and I am blocked by a required update from doing anything. Of course, this always happens when I am in a hurry or traveling. App updates should include an option to update either immediately after you're ready to close it OR an option to choose a time that works for you.",genuine
com.infonow.bofa,"Keep track and balances Easier to maintain budget. It is easier to manage debit card transactions and credit card transactions. The mobile app is available 24/7, almost anywhere and anytime, except during account maintenance processing for a few minutes. Another 2 years has gone by, and this app keeps me secure. I make an update to my budget anytime 24 hours a day. I have never had a failure. I recently got scammed online and my Bank of America app caught it, before I did and locked my card so they could do no further damage. It's been hard catching up, but it could have been much worse. Thank you! Great app all around. I appreciate the alerts. Everything works smoothly. Very handy, particularly for those of us who live in rural areas. this app SUCKS if you have multiple accounts!!!! I have 3 accounts, and when you try to log out of one and into another it kicks you out MULTIPLE times as you try to log in using your finger print. I have to physically enter my log in info manually to get into the next account. VERY ANNOYING when I'm trying to bounce between the 3 accounts. This has been a problem for over a year.....you would think they would fix this issue by now. Horrible app! Since last update, the app does not perform well. It keeps crashing. It becam e very slow. It is now a year later since my review above. The slow condition has not changed. It might even be a somewhat slower. I use the app several times per day. It is imposible to make Zelle payments. It just keeps frozen after the option for Zelle is selected.",genuine
net.cts.android.centralbank,"Good app overall. My one complaint is when I go to make a mobile deposit, it tries to automatically take the picture before I get the check centered. Then it kicks me completely out. I have to log in again then it gives me the ""manual capture"" button. I wish it just gave me that option from the beginning. Pretty annoying having to go through the whole process twice. Overall, works ok, but it is NOT NOT NOT NOT possible to deposit a check since the most recent update. Since I now live in an area of town that doesn't have a close branch, I rely on the mobile deposit to upload checks, but now have to drive 40 minutes to deposit a single check; kinda ridiculous. No idea why this function doesn't work anymore, but NEEDS to be fixed ASAP!!!!!!!!!!!!!!!!!!!!!!!!!! Transactions are not charged instantly like other bank apps. Which can be very confusing to what is available. Some charges don't even show up until a day later.. 🙄 when making payment to credit card, it also doesn't credit immediately.. very misleading and frustrating when charging. With today's technology, this should not be an issue at all. Please update your system for 21st-century instant information. Thanks. Otherwise, it is great to do all banking online. Usually the app is pretty simple and easy to use. Lately, however, the app has taken several days to update the balance of my accounts and my partner's. This has led me to transfer money I didn't have because the balance was misrepresented, and I have faced multiple fees because of it. Additionally, it allowed me to overdraw, despite it being disabled on all of my accounts.",genuine
mv.com.bml.mib,"The updated is nice.. best thing feature is the quick pay.. However one of the most important feature of the previous version is now not available in this update. That is to check the remaining balance before making a transfer.. now when you want to make a transfer after you enter the amount you don't see the remaining balance. It would be nice if you guys can bring back feature. I will say this though. Why can't you share the bill slip without saving it to device first on iOS. Perfectly works on Android. Can share it right off the app. Just click share and boom. Why not make the update on iOS too? Would make things easier and quicker. App keeps stopping since i moved to Note9.. im using the latest version of the app and have latest firmware too.. reported the issue.. unistalled and reinstalled the app as instructed.. still that message keepa popping up.. Can use the app without hassle though.. good for domestic but not international..taking long time to process international transaction even cut off time mentioned by 11am will process on the same day, but didn't. also, the fees are one of the headache. I prefer MobilePay, very efficient.",genuine
com.iexceed.ib.digitalbankingprod,"New app is superb and excellent and easily accessible to our accounts. We need not go to the bank and avoid for standing long que. It is boost to the senior citizens. We can able to transfer funds easily and finding our acconts and statement frequently. We can get the loans especially for jewel loans within half an hour with nominal interstate rate. ""Excellent Banking Experience with Indsmart!"" I’ve been using the Indsmart app for a while now, and I must say it has exceeded my expectations. The user interface is clean, intuitive, and easy to navigate, making all my banking tasks seamless. I love the quick access to my accounts, the smooth fund transfers, and the secure login features. The app also has great performance—it never lags, and everything works flawlessly. Notifications are timely and helpful. Very bad. The app doesn't load at all. Says ""cannot connect to the server using your network connection"" , be it 5g network or a wifi connection. Worst app. And yes Im still trying to log in into the app even for the first time. It's been 1 month now. We we had negative stars to give. I have just installed IND Smart and shifted from IMDPay. But during OTP authentication, app can't read OTP from SMS and there is not any option for manually entering OTP. Even though I have given app permission to phone, SMS, location and also I am receiving OTP but still neither it automatically input OTP nor I can manually input OTP. Keyboard is not opening from tapping the input area. Please fix this simple thing. It's important and urgent**",genuine
com.sbi.lotusintouch,"I have been using this YONO SBI Application since 2024 and found it quite safe, secure, smooth & user friendly, specially the dynamic keypad for each time login through MPIN! However the frequent bank server issue needs to be improved. Overall my banking experience within this single efficient app is seamless & convenient. Now I can also suggest to anyone that ""You Only Need One"" for both Banking & Lifestyle! 🤑 YONO SBI is an excellent banking app that makes transactions simple and convenient.with this single app,you can perform NEFT,IMPS and quick transfer effortlessly . The user interface is smooth and the app offers a wide range of banking services, including bill payment, accoun management, and even shopping options. One of the best features is its ease of use fund transfer are fast and secure, making it a great choice for SBI customers. However, occasional server issues can sometimes caus is also. Why does your app display a popup insisting on upgrading to a newer Android version? What exactly is wrong with Android 11 or earlier? Other apps provide services just fine on these versions. If security is genuinely a concern, shouldn’t you develop a more robust application? If customer service truly matters to you, how can you justify excluding devices with Android 8 and above? Are you seriously suggesting your app can’t handle backward compatibility? This is unacceptable. Your app should work Hi I have hard time trying to make it work. After waiting for several mins, it finally says technical error. Some times it says number not in the system. When I tried yono lite, it didn't complain and it worked. Lite version don't have reservations, shopping, airline tickets features. This app really sucks. It's useless. I can't believe that SBI deploying such a lousy mobile app. Please look into it and fix the issue. Your reputation is on the line.",genuine
com.varomoney.bank,"Recently, within the last month, it takes multiple tries to open my banking app. If I have another app open, it can take up to 6 tries before it prompts me for my fingerprint. It will just stay on the varo purple screen. Sometimes, I have to close all applications before the app will let me sign in. It's getting frustrating. And yes, the app is up to date. I've had the account for several years and haven't had any issues. I like using Varo Advance and the high apy. Overall, I like the interface. The transactions tracking could be more user friendly. I'm sad that Zelle isn't an option anymore. I was initially impressed with the option to recommend features, but that has gone away, though many features were implemented. The only thing I need is an option to set savings goals and divide by some sort of bucket. I use another bank for that feature. Love this bank but the app doesn't work well anymore outside of banking. For example: if I clicked on Varo Advance (or whatever it's called) it will get stuck on the loading screen and never load. If I click on help, and chat, it will again get stuck on the loading screen. Anything outside of regular banking, it will be stuck on the loading screen. I have a Galaxy S21 Ultra and these features (except live chat) has never worked for me. Was at one point locked out of my account because I used windows subsystem for android to sign into the app, because my phone broke and the website wouldn't let me sign in, had some perks removed or reduced because of this. Irritating but whatever. Biggest complaint tho is I randomly get ""your biometrics aren't working right now"" when trying to sign in with my fingerprint, despite every other app never giving me this issue, and this app it'll work sometimes and then it won't, no rhyme or reason",genuine
com.csam.icici.bank.imobile,"Pretty good app. I mostly use it for funds transfer and viewing bank account info. Ability to transfer funds to non-ICICI payees is missing in app. Not sure why it made sense to not include it. Quick fund transfer feature is also missing afaict (or at least I can't locate it easily). iPal seems to be a joke. Looks like some product manager got a hefty bonus claiming that they integrated a chatbot into the app and left it to die after that. It can't even understand and help with simple queries. Love this app because of the seamless experience and everything on your finger tip. But Card section needs improvement. UI of “Manage Card” looks cool but UX is very poor. Upper half screen is wasted displaying card number name and validity, leaving less than half of screen for the more important things. If you scroll you can see only 2 recent transaction at a time. Making he whole screen scrollable will really help. And adding Auto Pay feature will be awesome. Go to current statement and the last transaction is hiding behind the buttons. And why last statement section is showing current outstanding and not last billed amount. No info if you have made the payment of last bill, often I make payment twice. Please indicate if I have made the payment or not. And It just shows how much reward point I have but no way to redeem is frustrating. Recently I have started running into the following error while paying my bills. ""Please place this request before the current date. #990020"". This is a very cryptic error, which doesn't explain what the real issue is. I was able to pay my bills fine until last month! This is one of the worst banking apps I have ever used! Terrible!!! I use this app mostly for UPI transactions. What I don't understand is why do I need to close the pop-up about upi being enabled for NRI customers using intentional numbers? It's extremely frustrating to close this pop up every time. Also the functionality doesn't work fully. I can't receive money via upi because of my international number. Please fix these two issues and I'll be happy to give you a 5 stars review.",genuine
com.clairmail.fth,"App is unintuitive, ugly. Managing mortgage accounts is barely supported. Can't set up recurring payments, and scheduled payments are difficult to create and verify, requiring navigating too many separate screens and sub menus. Apparently it's better if you have a checking account through this bank, but why would I want that when the app handles my mortgage account so poorly? 3 stars only because it doesn't crash and is technically usable. Have trouble logging in, gives the something has gone wrong. I have to restart phone and then can log in. Also cache won't clear. Why? Old review: 5/3 app is great! I tried using my tablet for deposits and it could not take a picture. Downloaded app to my phone and it worked great! Just takes a few minutes to find your way around the app. and then good to go! Don't care for the layout. Can't see balance after each transaction. The floating help button can't be gotten rid of and blocks the view. After depositing a check I clicked on the account to see what other transactions were there and it just keep asking me for a nickname for the account. Check deposit is nice though. But I prefer to use the desktop for getting all the info. App crashes every time I attempt to utilize the Zelle function. Cleared the cache, as recommended after the third consecutive crash and same result. Select move money with Zelle, and once you press 'Pay' the app immediately goes back to the login screen. Other functions seem to work ok, but the UI isn't overly friendly. Maybe once I get used to it more it will feel natural, but really have to hunt through the menus to find functions.",genuine
com.onedebit.chime,"Update: all notifications except for deposits seems to work now. However a new gripe arose..it could be a bug or something but now it no longer displays previous balance or displays how much you spent on similar places and things. I was trying to keep track of spending habits to try to cut back but now that's going to be far more difficult. It's a easy to use and simple app with multiple features - virtual cards, daily balance notifications, option to lock cards, FEE FREE overdraft if you use direct deposit, transfer monet, pay al bill and even a map with a choice of ATMs that you can withdraw from for free and side hustle opportunities. BUT I don't like the new layout. the option to lock your card used to be along the bottom but it's now located in settings. I don't like clicking on too many things to use one feature. Not an accurate reflection of account activity. Personal experiences: Account will be refunded, and the next day, it dissappears, or I'm waiting on a refund & 2 wks later the app still doesn't show it nor my funds but a team member confirms I received it after only 3 days. I've had disputes not show, transactions missing for entire months, and more. Not only do I not recommend the Chime app, but I don't recommend this online banking platform. If ever there is an issue...!!! Let the app breathe between changes! Every time I open it, the app has a MAJOR change, and rarely for the better. Now, to unlock my cards, I don't have a simple tap>toggle. Oh no, I have to load my virtual cards, then look at my virtual cards, then I have to switch to physical, after another couple clicks I can finally turn them off or on. This is not good app design. Your UI just keeps getting worse. I've had chime for many years and I just get more frustrated by the app as time goes on.",genuine
com.dbs.in.digitalbank,"Hey DBS developers, I have a query. When I tried to open a DBS account, especially while creating a username and password, it says 'Bad Request.' That's why I am not able to create a DBS account. Please add an option to freeze/lock funds so that it stays in the savings account and i am not able to touch it. And spend it by mistake. For eg if i freeze 10k or 20k rs so that i never touch the minimum account balance etc Offline branch support and online customer support is not good. My account got automatically converted to normal savings account from corporate account while switching jobs. Now, to convert it back to corporate account, I have been asked to close this account and open a new account. This is the same response both from branch representative and customer executive which is not acceptable at all. Worst bank ever don't open bank account in this app firstly they send you a e-mail by saying your account is open and ready to use deposit your fund after depositing you got a notification that your bank account is freezed any they are asking for unnecessary documents and also want to much time to contact with you like, 15 days kyc is prending all the time",genuine
com.higherone.mobile.android,"I like the app for the most part. Sometimes it will not open and says to try again but normally It's a wifi issue on my end. I don't like that you have to pay a 2.99 service charge per month even though yes that's not a lot but it's still about $3 I could be saving if I was to change to a different bank. Finally, I like tap to pay and I wish that was a feature. :) The two step authentication process is completely broken for several weeks 
to months now. It sends the codes HOURS (literally 3-5 hours) AFTER I try 
to log in, even if I push the ""Didn't receive code"" button to request 
another code. My information is all accurate, so its purely their system 
that's a disaster. By the time I actually get the code, the session times 
out. Useless. Worse than useless, because they still have all my money... 
Seems fraudulent to me. After the newest update, I have had nothing but issues with this app. It won't load, screen goes black, having to sign in multiple times just to open. Now as of today 10/07, can not even sign in. Tells me we are having technical issues to try again later or call support team. This needs to stop, I have been with this bank 10 plus yes. Never had issues until it switched to this new bank, since then nothing but issues. It used to be perfectly fine, a good app easy to use and access. But since the recent update it has been having so many issues since the beginning of April when it started to change up the interface and appearance. I agree with many other users that the updates were unnecessary and if anything made the app worse. I am currently having issues viewing my recent transactions (processed, unprocessed) on my account every time I open the app and it just crashes.",genuine
com.facebook.katana,"Facebook is a great app for staying connected with friends, family, and communities. It offers a mix of posts, videos, and stories that keep things engaging. The marketplace, groups, and events features make it more than just a social media platform. The app runs smoothly, and updates keep improving the experience. I enjoy using it to share memories, discover content, and stay updated. Overall, it’s a fun and useful app for social networking! Facebook is a great platform for staying connected, sharing updates, and engaging with communities. It offers useful features like groups, marketplace, and live streaming. However, privacy concerns, excessive ads, and misinformation remain major issues. The interface can also feel cluttered with too many features. Improving security, reducing fake news, and enhancing user experience would make Facebook even better. Overall, it’s a valuable but sometimes overwhelming platform. They keep breaking features. As of the Oct. 2 l, 2024 update I can't search for friends anymore. The search works but when I click on a result or the right arrow beside it nothing at all happens. And the increasing deluge of ads makes me reluctant to open the app to begin with. The idea of staying connected is great but the reality is falling far short. I like Facebook. Its a very good app. But there are a few glitches, like sometims, you're feed doesn't refresh, and you're stuck with the same posts/feed over and over again, no matter if you refresh or reopen the app. And thats another thing. While that glitch is happening, you can't refresh Facebook, it glitches out, and the refresh circle that pops up goes very fast. Its annoying. Also, I try and get my feed to change, by clicking ""show less"", ""hide reels"" etc, but the stuff keeps coming back",genuine
com.pnc.ecommerce.mobile,"Conflicted on this app. It crashes nearly every time I use it or tells me the service is unavailable and then works immediately upon reload. The biometric sign in breaks nearly every time you have to manually log in. Which is often because the app crashes so much. My local credit union, which is a small company, has an app that is more functional than this thing. I do like that it has mobile deposit though and it works so it's a middle of the road experience. It feels like every single time i need this app the most, it crashes (which is rare) or forces me to manually log in instead of using biometrics which is just as secure if not more secure than the password that someone could snag while shoulder surfing if i so happen to check that i didn't put it in wrong. Very annoying and inconvenient. Other than that, ill say the app is very good. *update* yet another update. Now I cannot access my checking account at all. This app is garbage. It is constantly ""service unavailable"" constant needs updates and each time it is worse. It is such a hassle to even sign in, the bill pay service is unreliable at best. The last update has slowed the app to a crawl, but it does have a banner to ""welcome new customers"" I hope they are ready for the disappoinment. If you rely on an app to do your banking, find a different bank. It constantly forgets my fingerprints, and there's no way I can remember the conplicated password. Makes this app unusable when I'm out and away from my laptop, which is the point of the app. Now it's not even updating to reflect my recent payments. I hate never seeing my actual balance!!!!! What's the point of this app now? Edit: 1/08/2025: App is still forgetting my fingerprints about every other day. The app doesn't even open. I enter my pw and it keeps spinning.",genuine
com.dave,"It's ok to have for emergencies but not that great overall. The surveys are a joke. If you click on the 2 or more dollar ones, you will never get the full dollar amount. There is always a reason after you've spent a good amount of time that they aren't going to give you the money. Also they charge a monthly membership which isn't that bad but also ask for a tip on top of it. The plus is it's easy and convenient when your in a bind. ""client support""'is 💯 % AI, and so limited, even my AI is better. I guess they opted for basic program, because it's only capable of 4 questions. Initially, I got a microloan (+fees/tips) repaid before due, which raised my limit. Then repeated with a bigger amount. But the 3rd loan went to ""Dave Checking"", and I couldnt settle early, or resolve the issue since support is non-existent. I can't afford mistakes, or a delay with finances, so I'm out. Was a good service until they changed their policies. Now you pay the membership fee and $10 to withdraw. They split your advance into 2, and each withdrawal fee is $5 each. So, if your advance was say $200 you can get $100 first, plus pay the $5 fee. Then you can get the other $100 and pay another $5 fee. This doesn't improve the customer's experience. It just fills the pockets of the app's investors with more money without any benefit to the user. Pure greed. The app was working just fine for me for the longest time, but now after the update with split advances, all of sudden when I try to cash out at all it just says ""dave hit an issue loading your advances summary"" I've deleted and updated the app, restarted my phone, and nothing works. Idk what happened after the most recent update, but the app is practically unstable at this point.",genuine
com.scotiabank.banking,"App crash has been resolved after I spent a while trying to convince Scotiabank support through chat, phone, and email there was indeed a bug in their application. Not a great turnaround time on the resolution (or even the recognition a bug existed). Would recommend developers make an effort to review crash logs available through the Play Store and see if there is an increase after an update is released. I actually like it .. needs a few changes with how it shows the payment dues. If the last statement is already paid off, it should say so clearly. Instead, it shows the due date, statement balance and mininum due with no indication of how much u truly owe. Had to call customer care and waste 12 min of 2 people's time. Besides that, I actually like the app. Thnx for finger print upgrade too Ever since the maintenance that caused the app to go down in the fall of 2024, the totals in my available credit in all of my accounts are off/delayed/do not adjust properly after payments. How did can a bank offer a service that can't even get your balances correct? It's beyond frustrating - whatever you did that ruined the app, un do it and never do it again. After a long weekend of maintenace the app is no longer functional. Not only that, I can't access my account through the website because I can't use 2-step verification because the app needs to function AND I even though I turned it off via the website, now it says I can't log in because I don't have 2-step verification setup! Holy cow you guys!",genuine
com.android.chrome,"this is of course the most used browser and really the best browser out there. everything is nice. however, I need to use Google messages web as a shortcut on my tablet and when I tried installing the app directly from chrome it worked but it didn't open. it just said ""Messages has stopped."" and it gives you the option to restart the app. could you guys please fix this issue? also thank you guys for this amazing browser. The Chrome Android app is fast, reliable, and user-friendly. Pages load quickly, and the tab management is smooth, allowing easy navigation between multiple sites. I love the syncing feature that keeps bookmarks and browsing history accessible across devices. It’s also great for privacy with built-in security features. Overall, it's an excellent browser for anyone looking for a seamless mobile web experience! ~J.L.Randall~♉ The same as every one else who gave it one star. I'm tired of this. Make sure your connected to the internet and clear the cashe bla bla. None of the fixes they suggest works. I can no longer open webpages or sign in to them. I go to the website, and the page is blank, it use to have outlines of empty boxes where text should be, and now it has nothing. Followed all of the suggested fixes, and nothing works. I think it's time for a new browser! Chrome keeps crashing on my Pixel 8 pro. Chrome updated a few days ago, and as of last night I can not use it. Any attempt to click links or go back causes the app to close. I've sent emails, but it seems that putting a bad review is the only way to get help, which is frustrating. I will also note that Play Store has a non-functional email listed in the ""support"" drop-down for Chrome. Please remove or replace it.",genuine
